starttime	seconds	ctime	dtime	ttime	wait
Thu May 14 14:48:40 2026	1778759320	0	14	14	0
Thu May 14 14:48:40 2026	1778759320	0	14	14	14
Thu May 14 14:48:40 2026	1778759320	0	14	14	0
Thu May 14 14:48:40 2026	1778759320	0	14	14	14
Thu May 14 14:48:40 2026	1778759320	0	15	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	15
Thu May 14 14:48:40 2026	1778759320	0	15	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	15
Thu May 14 14:48:40 2026	1778759320	0	15	15	15
Thu May 14 14:48:40 2026	1778759320	15	0	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	15
Thu May 14 14:48:40 2026	1778759320	0	15	15	14
Thu May 14 14:48:40 2026	1778759320	0	15	15	14
Thu May 14 14:48:40 2026	1778759320	14	1	15	0
Thu May 14 14:48:40 2026	1778759320	0	15	15	14
Thu May 14 14:48:40 2026	1778759320	2	444	446	441
